"id";"sn";"fn";"ln";"no";"ps";"nt";"db";"ag";"ht";"ap";"go";"ci";"cb";"cn"
"381";"250008642";"A. Iturraspe";"Ander";"Iturraspe";"8";"3";"ESP";1989-03-08;"25";"187";"4";"0";"50125";"Athletic";"ESP"
"382";"250074669";"G. Iturraspe";"Gorka";"Iturraspe";"35";"3";"ESP";1994-05-03;"20";NA;"0";"0";"50125";"Athletic";"ESP"
"383";"250066245";"Jurgi";"";"Jurgi";"41";"4";"ESP";1996-08-29;"18";NA;"0";"0";"50125";"Athletic";"ESP"
"384";"1909702";"Kike Sola";"";"Kike Sola";"9";"4";"ESP";1986-02-25;"28";NA;"0";"0";"50125";"Athletic";"ESP"
"385";"250027046";"Laporte";"Aymeric";"Laporte";"4";"2";"FRA";1994-05-27;"20";NA;"4";"0";"50125";"Athletic";"ESP"
"386";"250074670";"Lecue";"Iñigo";"Lecue";"36";"2";"ESP";1993-05-04;"21";NA;"0";"0";"50125";"Athletic";"ESP"
"387";"250063944";"Llorente";"Marcos";"Llorente";"34";"2";"ESP";1995-01-30;"19";NA;"0";"0";"50125";"Athletic";"ESP"
"388";"250066246";"Lopez";"Unai";"Lopez";"29";"3";"ESP";1995-10-30;"18";NA;"1";"0";"50125";"Athletic";"ESP"
"389";"1909533";"Morán";"Erik";"Morán";"5";"3";"ESP";1991-05-25;"23";NA;"1";"0";"50125";"Athletic";"ESP"
"390";"250006102";"Muniain";"Iker";"Muniain";"19";"3";"ESP";1992-12-19;"21";"169";"4";"1";"50125";"Athletic";"ESP"
"391";"250066244";"Remiro";"Alejandro";"Remiro";"42";"1";"ESP";1995-03-24;"19";NA;"0";"0";"50125";"Athletic";"ESP"
"392";"250074333";"Rico";"Mikel";"Rico";"17";"3";"ESP";1984-11-04;"29";NA;"4";"0";"50125";"Athletic";"ESP"
"393";"250017730";"Salinas";"Nestor";"Salinas";"37";"4";"ESP";1993-02-28;"21";NA;"0";"0";"50125";"Athletic";"ESP"
"394";"1902636";"San José";"Mikel";"San José";"6";"2";"ESP";1989-05-30;"25";"186";"3";"0";"50125";"Athletic";"ESP"
"395";"250056943";"Santamaria";"Gorka";"Santamaria";"38";"4";"ESP";1995-07-03;"19";NA;"0";"0";"50125";"Athletic";"ESP"
"396";"250039901";"Seguín";"Aitor";"Seguín";"39";"3";"ESP";1995-02-27;"19";NA;"0";"0";"50125";"Athletic";"ESP"
"397";"98408";"Susaeta";"Markel";"Susaeta";"14";"3";"ESP";1987-12-14;"26";"179";"4";"0";"50125";"Athletic";"ESP"
"398";"250008636";"Toquero";"Gaizka";"Toquero";"2";"4";"ESP";1984-08-09;"30";"183";"1";"0";"50125";"Athletic";"ESP"
"399";"250027219";"Undabarrena";"Iker";"Undabarrena";"40";"3";"ESP";1995-05-18;"19";NA;"0";"0";"50125";"Athletic";"ESP"
"400";"250074334";"Viguera";"Borja";"Viguera";"21";"4";"ESP";1987-03-26;"27";NA;"0";"0";"50125";"Athletic";"ESP"
"401";"250074671";"Williams";"Iñaki";"Williams";"30";"4";"ESP";1994-06-15;"20";NA;"0";"0";"50125";"Athletic";"ESP"
"402";"250076721";"Adamo";"Matteo";"Adamo";"51";"3";"ITA";1996-07-29;"18";NA;"0";"0";"50137";"Roma";"ITA"
"403";"101538";"Astori";"Davide";"Astori";"23";"2";"ITA";1987-01-07;"27";"188";"1";"0";"50137";"Roma";"ITA"
"404";"66127";"Borriello";"Marco";"Borriello";"9";"4";"ITA";1982-06-18;"32";"180";"0";"0";"50137";"Roma";"ITA"
"405";"250056199";"Calabresi";"Arturo";"Calabresi";"91";"2";"ITA";1996-03-17;"18";NA;"0";"0";"50137";"Roma";"ITA"
"406";"250056198";"Capradossi";"Elio";"Capradossi";"90";"2";"ITA";1996-03-11;"18";NA;"0";"0";"50137";"Roma";"ITA"
"407";"51553";"A. Cole";"Ashley";"Cole";"3";"2";"ENG";1980-12-20;"33";"176";"1";"0";"50137";"Roma";"ITA"
"408";"72764";"Curci";"Gianluca";"Curci";"12";"1";"ITA";1985-07-12;"29";NA;"0";"0";"50137";"Roma";"ITA"
"409";"58656";"De Rossi";"Daniele";"De Rossi";"16";"3";"ITA";1983-07-24;"31";"184";"0";"0";"50137";"Roma";"ITA"
"410";"27132";"De Sanctis";"Morgan";"De Sanctis";"26";"1";"ITA";1977-03-26;"37";"190";"1";"0";"50137";"Roma";"ITA"
"411";"1907121";"Destro";"Mattia";"Destro";"22";"4";"ITA";1991-03-20;"23";"181";"0";"0";"50137";"Roma";"ITA"
"412";"250066075";"Ferri";"Jacopo";"Ferri";"54";"3";"ITA";1995-04-05;"19";NA;"0";"0";"50137";"Roma";"ITA"
"413";"250026962";"Florenzi";"Alessandro";"Florenzi";"24";"3";"ITA";1991-03-11;"23";NA;"2";"0";"50137";"Roma";"ITA"
"414";"250011036";"Gervinho";"";"Gervinho";"27";"4";"CIV";1987-05-27;"27";"179";"2";"2";"50137";"Roma";"ITA"
"415";"250020526";"Holebas";"José";"Holebas";"25";"2";"GRE";1984-06-27;"30";"185";"1";"0";"50137";"Roma";"ITA"
"416";"51580";"Keita";"Seydou";"Keita";"20";"3";"MLI";1980-01-16;"34";"183";"2";"0";"50137";"Roma";"ITA"
"417";"1905226";"Leandro Castán";"";"Leandro Castán";"5";"2";"BRA";1986-11-05;"27";NA;"0";"0";"50137";"Roma";"ITA"
"418";"1906525";"Ljajić";"Adem";"Ljajić";"8";"4";"SRB";1991-09-29;"23";NA;"1";"0";"50137";"Roma";"ITA"
"419";"95291";"Maicon";"";"Maicon";"13";"2";"BRA";1981-07-26;"33";"184";"2";"1";"50137";"Roma";"ITA"
"420";"250012954";"Manolas";"Kostas";"Manolas";"44";"2";"GRE";1991-06-14;"23";"186";"2";"0";"50137";"Roma";"ITA"
"421";"250075861";"Marchegiani";"Gabriele";"Marchegiani";"92";"1";"ITA";1996-06-03;"18";NA;"0";"0";"50137";"Roma";"ITA"
"422";"1906233";"Nainggolan";"Radja";"Nainggolan";"4";"3";"BEL";1988-05-04;"26";NA;"2";"0";"50137";"Roma";"ITA"
"423";"250075844";"Paredes";"Leandro";"Paredes";"32";"3";"ARG";1994-06-29;"20";NA;"0";"0";"50137";"Roma";"ITA"
"424";"250070130";"Pellegrini";"Lorenzo";"Pellegrini";"52";"3";"ITA";1996-06-19;"18";NA;"0";"0";"50137";"Roma";"ITA"
"425";"104071";"Pjanić";"Miralem";"Pjanić";"15";"3";"BIH";1990-04-02;"24";"180";"2";"0";"50137";"Roma";"ITA"
"426";"250022826";"Salih Uçan";"";"Salih Uçan";"48";"3";"TUR";1994-01-06;"20";NA;"0";"0";"50137";"Roma";"ITA"
"427";"250077617";"Sammartino";"Massimo";"Sammartino";"55";"2";"ITA";1995-09-08;"19";NA;"0";"0";"50137";"Roma";"ITA"
"428";"250040573";"Skorupski";"Łukasz";"Skorupski";"28";"1";"POL";1991-05-05;"23";NA;"1";"0";"50137";"Roma";"ITA"
"429";"250066080";"Somma";"Michele";"Somma";"50";"2";"ITA";1995-03-16;"19";NA;"0";"0";"50137";"Roma";"ITA"
"430";"250005342";"Strootman";"Kevin";"Strootman";"6";"3";"NED";1990-02-13;"24";"186";"0";"0";"50137";"Roma";"ITA"
"431";"72623";"Torosidis";"Vasilis";"Torosidis";"35";"2";"GRE";1985-06-10;"29";"185";"2";"0";"50137";"Roma";"ITA"
"432";"15895";"Totti";"Francesco";"Totti";"10";"4";"ITA";1976-09-27;"38";"180";"2";"1";"50137";"Roma";"ITA"
"433";"250076750";"Verde";"Daniele";"Verde";"53";"4";"ITA";1996-06-20;"18";NA;"0";"0";"50137";"Roma";"ITA"
"434";"250013471";"Yanga-Mbiwa";"Mapou";"Yanga-Mbiwa";"2";"2";"FRA";1989-05-15;"25";"184";"2";"0";"50137";"Roma";"ITA"
"435";"250006748";"Asamoah";"Kwadwo";"Asamoah";"22";"3";"GHA";1988-12-09;"25";"175";"1";"0";"50139";"Juventus";"ITA"
"436";"74055";"Barzagli";"Andrea";"Barzagli";"15";"2";"ITA";1981-05-08;"33";"186";"0";"0";"50139";"Juventus";"ITA"
"437";"250017925";"Bonucci";"Leonardo";"Bonucci";"19";"2";"ITA";1987-05-01;"27";"190";"2";"0";"50139";"Juventus";"ITA"
"438";"21307";"Buffon";"Gianluigi";"Buffon";"1";"1";"ITA";1978-01-28;"36";"192";"2";"0";"50139";"Juventus";"ITA"
"439";"250002700";"Cáceres";"Martín";"Cáceres";"4";"2";"URU";1987-04-07;"27";"182";"2";"0";"50139";"Juventus";"ITA"
"440";"59142";"Chiellini";"Giorgio";"Chiellini";"3";"2";"ITA";1984-08-14;"30";"186";"2";"0";"50139";"Juventus";"ITA"
"441";"250054949";"Coman";"Kingsley";"Coman";"11";"4";"FRA";1996-06-13;"18";NA;"0";"0";"50139";"Juventus";"ITA"
"442";"68468";"Evra";"Patrice";"Evra";"33";"2";"FRA";1981-05-15;"33";"175";"2";"0";"50139";"Juventus";"ITA"
"443";"73061";"Giovinco";"Sebastian";"Giovinco";"12";"4";"ITA";1987-01-26;"27";"164";"2";"0";"50139";"Juventus";"ITA"
"444";"56942";"Lichtsteiner";"Stephan";"Lichtsteiner";"26";"2";"SUI";1984-01-16;"30";"180";"2";"0";"50139";"Juventus";"ITA"
"445";"69176";"Llorente";"Fernando";"Llorente";"14";"4";"ESP";1985-02-26;"29";"195";"2";"0";"50139";"Juventus";"ITA"
"446";"1902468";"Marchisio";"Claudio";"Marchisio";"8";"3";"ITA";1986-01-19;"28";"179";"2";"0";"50139";"Juventus";"ITA"
"447";"109068";"Marrone";"Luca";"Marrone";"39";"3";"ITA";1990-03-28;"24";"186";"0";"0";"50139";"Juventus";"ITA"
"448";"250024456";"Morata";"Álvaro";"Morata";"9";"4";"ESP";1992-10-23;"21";"187";"2";"0";"50139";"Juventus";"ITA"
"449";"250013734";"Ogbonna";"Angelo";"Ogbonna";"5";"2";"ITA";1988-05-23;"26";"189";"0";"0";"50139";"Juventus";"ITA"
"450";"68177";"Padoin";"Simone";"Padoin";"20";"3";"ITA";1984-03-18;"30";"179";"0";"0";"50139";"Juventus";"ITA"
"451";"61555";"Pepe";"Simone";"Pepe";"7";"3";"ITA";1983-08-30;"31";"178";"0";"0";"50139";"Juventus";"ITA"
"452";"250040576";"Pereyra";"Roberto";"Pereyra";"37";"3";"ARG";1991-01-07;"23";"184";"1";"0";"50139";"Juventus";"ITA"
"453";"26917";"Pirlo";"Andrea";"Pirlo";"21";"3";"ITA";1979-05-19;"35";"177";"0";"0";"50139";"Juventus";"ITA"
"454";"250015808";"Pogba";"Paul";"Pogba";"6";"3";"FRA";1993-03-15;"21";"186";"2";"0";"50139";"Juventus";"ITA"
"455";"250016056";"Rubinho";"";"Rubinho";"34";"1";"BRA";1982-08-04;"32";NA;"0";"0";"50139";"Juventus";"ITA"
"456";"50472";"Storari";"Marco";"Storari";"30";"1";"ITA";1977-01-07;"37";"187";"0";"0";"50139";"Juventus";"ITA"
"457";"74939";"Tévez";"Carlos";"Tévez";"10";"4";"ARG";1984-02-05;"30";"173";"2";"2";"50139";"Juventus";"ITA"
"458";"1906016";"Vidal";"Arturo";"Vidal";"23";"3";"CHI";1987-05-22;"27";"180";"1";"0";"50139";"Juventus";"ITA"
"459";"250022865";"L. Andersen";"Lucas";"Andersen";"16";"4";"DEN";1994-09-13;"20";"185";"2";"1";"50143";"Ajax";"NED"
"460";"250046906";"Bazoer";"Riechedly";"Bazoer";"27";"3";"NED";1996-10-12;"17";"185";"0";"0";"50143";"Ajax";"NED"
"461";"250032861";"Boer";"Diederik";"Boer";"33";"1";"NED";1980-09-24;"34";NA;"0";"0";"50143";"Ajax";"NED"
"462";"1905874";"Boilesen";"Nicolai";"Boilesen";"5";"2";"DEN";1992-02-16;"22";"184";"2";"0";"50143";"Ajax";"NED"
"463";"250004462";"Cillessen";"Jasper";"Cillessen";"22";"1";"NED";1989-04-22;"25";"178";"2";"0";"50143";"Ajax";"NED"
"464";"250013853";"Denswil";"Stefano";"Denswil";"24";"2";"NED";1993-05-07;"21";"185";"0";"0";"50143";"Ajax";"NED"
"465";"250038811";"Duarte";"Lerin";"Duarte";"8";"3";"NED";1990-08-11;"24";"168";"0";"0";"50143";"Ajax";"NED"
"466";"250066979";"El Ghazi";"Anwar";"El Ghazi";"21";"4";"NED";1995-05-03;"19";NA;"2";"0";"50143";"Ajax";"NED"
"467";"250012632";"Fischer";"Viktor";"Fischer";"7";"4";"DEN";1994-06-09;"20";"180";"0";"0";"50143";"Ajax";"NED"
"468";"250013855";"Klaassen";"Davy";"Klaassen";"10";"3";"NED";1993-02-21;"21";"178";"2";"0";"50143";"Ajax";"NED"
"469";"250027014";"Leeuwenburgh";"Peter";"Leeuwenburgh";"31";"1";"NED";1994-03-23;"20";NA;"0";"0";"50143";"Ajax";"NED"
"470";"250007051";"Ligeon";"Ruben";"Ligeon";"29";"2";"NED";1992-05-24;"22";"168";"0";"0";"50143";"Ajax";"NED"
"471";"250043124";"Milik";"Arek";"Milik";"19";"4";"POL";1994-02-28;"20";NA;"1";"0";"50143";"Ajax";"NED"
"472";"57033";"Moisander";"Niklas";"Moisander";"4";"2";"FIN";1985-09-29;"29";"182";"2";"0";"50143";"Ajax";"NED"
"473";"250056071";"Murić";"Robert";"Murić";"18";"4";"CRO";1996-03-12;"18";NA;"0";"0";"50143";"Ajax";"NED"
"474";"250056686";"Riedewald";"Jairo";"Riedewald";"12";"2";"NED";1996-09-09;"18";NA;"0";"0";"50143";"Ajax";"NED"
"475";"70048";"Schöne";"Lasse";"Schöne";"20";"3";"DEN";1986-05-27;"28";"177";"2";"1";"50143";"Ajax";"NED"
"476";"250039167";"Serero";"Thulani";"Serero";"25";"3";"RSA";1990-04-11;"24";"164";"2";"0";"50143";"Ajax";"NED"
"477";"107782";"Sigthórsson";"Kolbeinn";"Sigthórsson";"9";"4";"ISL";1990-03-14;"24";"185";"2";"0";"50143";"Ajax";"NED"
"478";"250042717";"Tete";"Kenny";"Tete";"23";"2";"NED";1995-10-09;"18";NA;"0";"0";"50143";"Ajax";"NED"
"479";"250058785";"Van Der Hoorn";"Mike";"van der Hoorn";"6";"2";"NED";1992-10-15;"21";"190";"0";"0";"50143";"Ajax";"NED"
"480";"1908228";"Van Rhijn";"Ricardo";"van Rhijn";"2";"2";"NED";1991-06-13;"23";"183";"2";"0";"50143";"Ajax";"NED"
"481";"250007223";"Veltman";"Joël";"Veltman";"3";"2";"NED";1992-01-15;"22";NA;"2";"0";"50143";"Ajax";"NED"
"482";"250012070";"Viergever";"Nick";"Viergever";"26";"2";"NED";1989-08-03;"25";"182";"2";"0";"50143";"Ajax";"NED"
"483";"56986";"Zimling";"Niki";"Zimling";"32";"3";"DEN";1985-04-19;"29";"178";"1";"0";"50143";"Ajax";"NED"
"484";"250067335";"Zivkovic";"Richairo";"Zivkovic";"30";"4";"NED";1996-09-05;"18";NA;"0";"0";"50143";"Ajax";"NED"
"485";"250042508";"Alex Alfaiate";"";"Alex Alfaiate";"75";"2";"POR";1995-08-17;"19";NA;"0";"0";"50147";"Benfica";"POR"
"486";"250005487";"André Almeida";"";"André Almeida";"34";"2";"POR";1990-09-10;"24";"182";"2";"0";"50147";"Benfica";"POR"
"487";"250003362";"Artur";"";"Artur";"1";"1";"BRA";1981-01-25;"33";"192";"1";"0";"50147";"Benfica";"POR"
"488";"250019346";"Benito";"Loris";"Benito";"23";"3";"SUI";1992-01-07;"22";NA;"0";"0";"50147";"Benfica";"POR"
"489";"250024742";"Bruno Varela";"";"Bruno Varela";"12";"1";"POR";1994-11-04;"19";"191";"0";"0";"50147";"Benfica";"POR"
"490";"250075778";"César";"";"César";"37";"2";"BRA";1992-12-28;"21";NA;"0";"0";"50147";"Benfica";"POR"
"491";"250041741";"Cristante";"Bryan";"Cristante";"24";"3";"ITA";1995-03-03;"19";"186";"1";"0";"50147";"Benfica";"POR"
"492";"250075776";"Derley";"";"Derley";"9";"4";"BRA";1987-12-29;"26";NA;"2";"0";"50147";"Benfica";"POR"
"493";"65288";"Eliseu";"";"Eliseu";"19";"2";"POR";1983-10-01;"31";"175";"2";"0";"50147";"Benfica";"POR"
"494";"250054426";"Fábio Cardoso";"";"Fábio Cardoso";"65";"2";"POR";1994-04-19;"20";NA;"0";"0";"50147";"Benfica";"POR"
"495";"250020656";"Gaitán";"Nicolás";"Gaitán";"10";"3";"ARG";1988-02-23;"26";"173";"2";"0";"50147";"Benfica";"POR"
"496";"250054760";"Gonçalo Guedes";"";"Gonçalo Guedes";"78";"4";"POR";1996-11-29;"17";NA;"0";"0";"50147";"Benfica";"POR"
"497";"250024755";"Hélder Costa";"";"Hélder Costa";"67";"3";"POR";1994-01-12;"20";NA;"0";"0";"50147";"Benfica";"POR"
"498";"250026741";"Jardel";"";"Jardel";"33";"2";"BRA";1986-03-29;"28";"192";"2";"0";"50147";"Benfica";"POR"
"499";"250024750";"João Teixeira";"";"João Teixeira";"97";"3";"POR";1994-02-06;"20";NA;"0";"0";"50147";"Benfica";"POR"
"500";"250007593";"John";"Ola";"John";"15";"4";"NED";1992-05-19;"22";"179";"0";"0";"50147";"Benfica";"POR"
"501";"91862";"Júlio César";"";"Júlio César";"20";"1";"BRA";1979-09-03;"35";"186";"1";"0";"50147";"Benfica";"POR"
"502";"250075772";"Lima";"";"Lima";"11";"4";"BRA";1983-05-11;"31";NA;"2";"0";"50147";"Benfica";"POR"
"503";"250055905";"Lindelöf";"Victor";"Lindelöf";"92";"2";"SWE";1994-07-17;"20";NA;"0";"0";"50147";"Benfica";"POR"
"504";"250075775";"Lisandro López";"";"Lisandro López";"2";"2";"ARG";1989-09-01;"25";NA;"0";"0";"50147";"Benfica";"POR"
"505";"72580";"Luisão";"";"Luisão";"4";"2";"BRA";1981-02-13;"33";"193";"2";"0";"50147";"Benfica";"POR"
"506";"1905761";"Maxi Pereira";"";"Maxi Pereira";"14";"2";"URU";1984-06-08;"30";"173";"2";"0";"50147";"Benfica";"POR"
"507";"250075977";"Miguel Santos";"";"Miguel Santos";"87";"1";"POR";1994-10-21;"19";NA;"0";"0";"50147";"Benfica";"POR"
"508";"1907967";"Nélson Oliveira";"";"Nélson Oliveira";"16";"4";"POR";1991-08-08;"23";"184";"0";"0";"50147";"Benfica";"POR"
"509";"40760";"Paulo Lopes";"";"Paulo Lopes";"13";"1";"POR";1978-06-29;"36";"183";"1";"0";"50147";"Benfica";"POR"
"510";"250038976";"Pérez";"Enzo";"Pérez";"35";"3";"ARG";1986-02-22;"28";"179";"2";"0";"50147";"Benfica";"POR"
"511";"250075765";"Pizzi";"";"Pizzi";"21";"4";"POR";1989-10-06;"24";NA;"0";"0";"50147";"Benfica";"POR"
"512";"250067037";"Rafael Lopes";"";"Rafael Lopes";"98";"1";"POR";1996-06-05;"18";NA;"0";"0";"50147";"Benfica";"POR"
"513";"250042507";"Rebocho";"";"Rebocho";"60";"2";"POR";1995-01-23;"19";NA;"0";"0";"50147";"Benfica";"POR"
"514";"250064486";"Rochinha";"";"Rochinha";"70";"3";"POR";1995-05-03;"19";NA;"0";"0";"50147";"Benfica";"POR"
"515";"250003855";"Rúben Pinto";"";"Rúben Pinto";"77";"3";"POR";1992-04-24;"22";NA;"0";"0";"50147";"Benfica";"POR"
"516";"250015755";"Salvio";"Eduardo";"Salvio";"18";"3";"ARG";1990-07-13;"24";"169";"2";"1";"50147";"Benfica";"POR"
"517";"1907791";"Samaris";"Andreas";"Samaris";"7";"3";"GRE";1989-06-13;"25";"189";"2";"0";"50147";"Benfica";"POR"
"518";"250038947";"Sílvio";"";"Sílvio";"28";"2";"POR";1987-09-28;"27";"178";"0";"0";"50147";"Benfica";"POR"
"519";"250075767";"Talisca";"";"Talisca";"30";"4";"BRA";1994-02-01;"20";NA;"2";"0";"50147";"Benfica";"POR"
"520";"250022164";"Tiago";"";"Tiago";"32";"4";"POR";1990-07-12;"24";NA;"0";"0";"50147";"Benfica";"POR"
"521";"103125";"Adrien Silva";"";"Adrien Silva";"23";"3";"POR";1989-03-15;"25";"175";"2";"0";"50149";"Sporting";"POR"
"522";"250054557";"André Geraldes";"";"André Geraldes";"81";"2";"POR";1991-05-02;"23";NA;"0";"0";"50149";"Sporting";"POR"
"523";"1905776";"André Martins";"";"André Martins";"8";"3";"POR";1990-01-21;"24";"169";"1";"0";"50149";"Sporting";"POR"
"524";"250055275";"Bernardo Carlos";"";"Bernardo Carlos";"74";"2";"POR";1996-02-12;"18";NA;"0";"0";"50149";"Sporting";"POR"
"525";"250057874";"Bruno Wilson";"";"Bruno Wilson";"72";"2";"POR";1996-12-27;"17";NA;"0";"0";"50149";"Sporting";"POR"
"526";"250040543";"Capel";"Diego";"Capel";"11";"4";"ESP";1988-02-16;"26";"173";"1";"0";"50149";"Sporting";"POR"
"527";"250039817";"Carlos Chaby";"";"Carlos Chaby";"43";"3";"POR";1994-01-22;"20";NA;"0";"0";"50149";"Sporting";"POR"
"528";"250024752";"Carlos Mané";"";"Carlos Mané";"36";"4";"POR";1994-03-11;"20";NA;"1";"0";"50149";"Sporting";"POR"
"529";"250039788";"Carrillo";"André";"Carrillo";"18";"4";"PER";1991-06-14;"23";"181";"2";"0";"50149";"Sporting";"POR"
"530";"1907940";"Cédric";"";"Cédric";"41";"2";"POR";1991-08-31;"23";"169";"2";"0";"50149";"Sporting";"POR"
"531";"250042518";"Cristian";"";"Cristian";"38";"4";"POR";1995-01-26;"19";NA;"0";"0";"50149";"Sporting";"POR"
"532";"250075880";"Daniel Podence";"";"Daniel Podence";"56";"4";"POR";1995-10-21;"18";NA;"0";"0";"50149";"Sporting";"POR"
"533";"250045044";"Edelino Ié";"";"Edelino Ié";"39";"3";"POR";1994-05-01;"20";"176";"0";"0";"50149";"Sporting";"POR"
"534";"250075882";"Fábio Martins";"";"Fábio Martins";"65";"3";"POR";1996-02-10;"18";NA;"0";"0";"50149";"Sporting";"POR"
"535";"250075883";"Francisco Geraldes";"";"Francisco Geraldes";"49";"3";"POR";1995-04-18;"19";NA;"0";"0";"50149";"Sporting";"POR"
"536";"250053140";"Gauld";"Ryan";"Gauld";"27";"3";"SCO";1995-12-16;"18";NA;"0";"0";"50149";"Sporting";"POR"
"537";"250066239";"Gelson Martins";"";"Gelson Martins";"60";"4";"POR";1995-05-11;"19";NA;"0";"0";"50149";"Sporting";"POR"
"538";"250066243";"Guilherme Oliveira";"";"Guilherme Oliveira";"59";"1";"POR";1995-04-12;"19";NA;"0";"0";"50149";"Sporting";"POR"
"539";"250075862";"Héldon Ramos";"";"Héldon Ramos";"20";"4";"CPV";1988-11-14;"25";NA;"0";"0";"50149";"Sporting";"POR"
"540";"250055269";"Hugo Meira";"";"Hugo Meira";"75";"2";"POR";1996-03-13;"18";NA;"0";"0";"50149";"Sporting";"POR"
"541";"250039821";"Iuri Medeiros";"";"Iuri Medeiros";"45";"4";"POR";1994-07-10;"20";"174";"0";"0";"50149";"Sporting";"POR"
"542";"250049628";"Jefferson";"";"Jefferson";"4";"2";"BRA";1988-07-05;"26";NA;"1";"0";"50149";"Sporting";"POR"
"543";"250014109";"João Mário";"";"João Mário";"17";"3";"POR";1993-01-19;"21";"178";"2";"0";"50149";"Sporting";"POR"
"544";"250055280";"José Postiga";"";"José Postiga";"62";"4";"POR";1996-05-03;"18";NA;"0";"0";"50149";"Sporting";"POR"
"545";"250022380";"Luís Ribeiro";"";"Luís Ribeiro";"96";"1";"POR";1992-04-19;"22";NA;"0";"0";"50149";"Sporting";"POR"
"546";"250075889";"Mallmann";"Wallyson";"Mallmann";"42";"3";"BRA";1994-02-16;"20";NA;"0";"0";"50149";"Sporting";"POR"
"547";"250003713";"Marcelo";"";"Marcelo";"22";"1";"BRA";1984-11-28;"29";"190";"0";"0";"50149";"Sporting";"POR"
"548";"250075881";"Matheus Pereira";"";"Matheus Pereira";"73";"4";"BRA";1996-05-05;"18";NA;"0";"0";"50149";"Sporting";"POR"
"549";"250075863";"Maurício";"";"Maurício";"3";"2";"BRA";1988-09-20;"26";NA;"2";"0";"50149";"Sporting";"POR"
"550";"250067296";"Mauro Riquicho";"";"Mauro Riquicho";"58";"2";"POR";1995-04-07;"19";NA;"0";"0";"50149";"Sporting";"POR"
"551";"250039822";"Michael Pinto";"";"Michael Pinto";"76";"2";"POR";1993-06-04;"21";"176";"0";"0";"50149";"Sporting";"POR"
"552";"250075864";"Montero";"Fredy";"Montero";"10";"4";"COL";1987-07-26;"27";NA;"2";"0";"50149";"Sporting";"POR"
"553";"101336";"Nani";"";"Nani";"77";"4";"POR";1986-11-17;"27";"177";"2";"1";"50149";"Sporting";"POR"
"554";"250039500";"Oriol Rosell";"";"Oriol Rosell";"24";"3";"ESP";1992-07-07;"22";NA;"0";"0";"50149";"Sporting";"POR"
"555";"250066110";"Pedro Silva";"";"Pedro Silva";"82";"1";"POR";1997-02-13;"17";NA;"0";"0";"50149";"Sporting";"POR"
"556";"250068751";"Rabia";"Rami";"Rabia";"2";"2";"EGY";1993-05-20;"21";NA;"0";"0";"50149";"Sporting";"POR"
"557";"250055281";"Rafael Barbosa";"";"Rafael Barbosa";"80";"3";"POR";1996-03-29;"18";NA;"0";"0";"50149";"Sporting";"POR"
"558";"250014114";"Ricardo Esgaio";"";"Ricardo Esgaio";"47";"2";"POR";1993-05-16;"21";"171";"0";"0";"50149";"Sporting";"POR"
"559";"93443";"Rui Patrício";"";"Rui Patrício";"1";"1";"POR";1988-02-15;"26";"188";"2";"0";"50149";"Sporting";"POR"
"560";"250053659";"Sacko";"Hadi";"Sacko";"25";"4";"FRA";1994-03-24;"20";"183";"0";"0";"50149";"Sporting";"POR"
"561";"250039727";"Sarr";"Naby";"Sarr";"29";"2";"FRA";1993-08-13;"21";NA;"2";"0";"50149";"Sporting";"POR"
"562";"250055274";"Serrano";"";"Serrano";"79";"2";"POR";1996-07-19;"18";NA;"0";"0";"50149";"Sporting";"POR"
"563";"250075866";"Silva";"Jonathan";"Silva";"33";"2";"ARG";1994-06-29;"20";NA;"1";"0";"50149";"Sporting";"POR"
"564";"250012779";"Slavchev";"Simeon";"Slavchev";"32";"3";"BUL";1993-09-25;"21";NA;"0";"0";"50149";"Sporting";"POR"
"565";"250068734";"Slimani";"Islam";"Slimani";"9";"4";"ALG";1988-06-18;"26";NA;"2";"0";"50149";"Sporting";"POR"
"566";"250075888";"Stojkovic";"Vladimir";"Stojkovic";"88";"1";"POR";1996-10-04;"17";NA;"0";"0";"50149";"Sporting";"POR"
"567";"250046402";"Tanaka";"Junya";"Tanaka";"19";"4";"JPN";1987-07-15;"27";NA;"0";"0";"50149";"Sporting";"POR"
"568";"250014106";"Tobias Figueiredo";"";"Tobias Figueiredo";"55";"2";"POR";1994-02-02;"20";"182";"0";"0";"50149";"Sporting";"POR"
"569";"1907943";"William Carvalho";"";"William Carvalho";"14";"3";"POR";1992-04-07;"22";NA;"2";"0";"50149";"Sporting";"POR"
"570";"250075886";"Wilson Manafá";"";"Wilson Manafá";"67";"2";"POR";1994-07-23;"20";NA;"0";"0";"50149";"Sporting";"POR"
"571";"250021061";"Adu";"Enoch";"Adu";"8";"3";"GHA";1990-09-14;"24";"180";"6";"0";"50152";"Malmö";"SWE"
"572";"96871";"Azinovic";"Zlatan";"Azinovic";"27";"1";"SWE";1988-01-31;"26";NA;"0";"0";"50152";"Malmö";"SWE"
"573";"250024703";"Blomqvist";"Alexander";"Blomqvist";"34";"2";"SWE";1994-08-03;"20";NA;"0";"0";"50152";"Malmö";"SWE"
"574";"250059465";"Cibicki";"Pawel";"Cibicki";"15";"3";"SWE";1994-01-09;"20";NA;"5";"0";"50152";"Malmö";"SWE"
"575";"50802";"Concha";"Matias";"Concha";"2";"2";"SWE";1980-03-31;"34";NA;"3";"0";"50152";"Malmö";"SWE"
